dateTime,foods-log-caloriesIn,foods-log-water,activities-calories,activities-caloriesBMR,activities-steps,Activities-distance,activities-floors,activities-elevation,activities-minutesSedentary,activities-minutesLightlyActive,activities-minutesFairlyActive,activities-minutesVeryActive,total giornata,sleep-startTime,sleep-timeInBed,sleep-minutesAsleep,sleep-awakeningsCount,sleep-minutesAwake,sleep-minutesToFallAsleep,sleep-minutesAfterWakeup,sleep-efficiency,body-weight,body-bmi,body-fat
2016-10-27,0,0.0,2035,1773,12200,9,0,0,787,126,52,0,965,00:39,475,475,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-28,0,0.0,1865,1773,6571,5,0,0,1424,0,16,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-10-29,0,0.0,2065,1773,5033,4,0,0,872,0,81,0,953,00:59,487,487,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-10-30,0,0.0,1855,1773,6936,5,0,0,1411,0,29,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-10-31,0,0.0,2122,1773,3809,3,0,0,1030,31,21,35,1117,02:50,323,323,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-01,0,0.0,2078,1773,15334,11,0,0,1356,0,68,0,1424,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-11-02,0,0.0,2051,1773,13520,10,0,0,775,125,57,0,957,23:44,480,480,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-03,0,0.0,1904,1773,5795,4,0,0,985,2,23,0,1010,23:41,449,449,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-04,0,0.0,2014,1773,12702,9,0,0,826,118,48,0,992,00:16,448,448,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-05,0,0.0,1894,1773,6432,5,0,0,848,0,31,0,879,00:19,541,541,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-06,0,0.0,1847,1773,5997,4,0,0,839,90,0,0,929,23:40,531,531,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-07,0,0.0,2624,1773,15867,12,0,0,717,120,227,0,1064,00:26,376,376,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-08,0,0.0,1934,1773,8540,6,0,0,893,96,27,0,1016,00:39,424,424,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-09,0,0.0,1814,1773,4762,4,0,0,940,5,0,0,945,00:11,454,454,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-10,0,0.0,1888,1773,8450,6,0,0,952,0,17,0,969,23:19,462,462,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-11,0,0.0,2154,1773,13450,10,0,0,816,141,56,0,1013,23:10,477,477,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-12,0,0.0,1916,1773,8569,6,0,0,839,121,0,0,960,00:30,480,480,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-13,0,0.0,1798,1773,2578,2,0,0,1051,0,0,0,1051,00:35,366,366,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-14,0,0.0,1818,1773,3252,2,0,0,932,51,0,0,983,23:37,480,480,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-15,0,0.0,2700,1773,15413,11,0,0,634,110,249,0,993,00:13,447,447,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-16,0,0.0,2254,1773,20542,15,0,0,757,158,101,0,1016,00:36,424,424,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-17,0,0.0,1960,1773,10539,8,0,0,856,99,32,0,987,00:04,428,428,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-18,0,0.0,2193,1773,17203,13,0,0,715,161,86,0,962,23:35,503,503,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-19,0,0.0,2282,1773,15253,11,0,0,751,146,121,0,1018,01:22,422,422,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-20,0,0.0,2151,1773,5069,4,0,0,1381,3,0,45,1429,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-11-21,0,0.0,2081,1773,13594,10,0,0,794,122,64,0,980,23:49,471,471,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-22,0,0.0,2106,1773,14993,11,0,0,794,142,56,0,992,00:08,448,448,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-23,0,0.0,2003,1773,7929,6,0,0,967,0,59,0,1026,00:52,414,414,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-24,0,0.0,1850,1773,7013,5,0,0,987,9,0,0,996,00:08,444,444,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-25,0,0.0,1949,1773,7608,6,0,0,920,71,38,0,1029,00:38,384,384,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-26,0,0.0,1960,1773,10595,8,0,0,890,0,42,0,932,23:33,498,498,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-27,0,0.0,1844,1773,4995,4,0,0,870,74,0,0,944,23:23,466,466,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-28,0,0.0,2992,1773,25775,19,0,0,547,162,311,0,1020,22:53,465,465,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-29,0,0.0,2070,1773,14539,11,0,0,824,113,53,0,990,23:38,429,429,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-11-30,0,0.0,2608,1773,18699,14,0,0,686,111,197,0,994,23:17,444,444,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-01,0,0.0,2530,1773,19629,15,0,0,754,134,173,0,1061,23:15,415,415,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-02,0,0.0,3082,1773,27830,21,0,0,503,361,124,0,988,23:51,461,461,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-03,0,0.0,2374,1773,10831,8,0,0,1154,0,161,0,1315,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-12-04,0,0.0,2380,1773,6714,5,0,0,821,0,82,40,943,21:55,535,535,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-05,0,0.0,3076,1773,21945,16,0,0,544,143,346,0,1033,22:33,486,486,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-06,0,0.0,2258,1773,16887,12,0,0,747,116,114,0,977,23:52,407,407,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-07,0,0.0,2624,1773,21333,16,0,0,692,137,219,0,1048,22:56,449,449,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-08,0,0.0,1990,1773,10529,8,0,0,936,0,49,0,985,23:53,457,457,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-09,0,0.0,2483,1773,11291,8,0,0,765,0,194,0,959,23:55,467,467,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-10,0,0.0,1972,1773,8098,6,0,0,779,87,41,0,907,23:41,523,523,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-11,0,0.0,2449,1773,"7309,5",11,0,0,807,103,161,0,1071,23:31,390,390,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-12,0,0.0,2780,1773,10121,15,0,0,562,132,258,0,952,23:52,469,469,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-13,0,0.0,2647,1773,7910,12,0,0,706,107,217,0,1030,23:33,427,427,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-14,0,0.0,2370,1773,9876,15,0,0,730,289,0,0,1019,23:50,408,408,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-15,0,0.0,2631,1773,8930,13,0,0,687,125,214,0,1026,23:37,415,415,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-16,0,0.0,2211,1773,4918,15,0,0,779,166,64,0,1009,23:38,417,417,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-17,0,0.0,2427,1773,"5544,5",8,0,0,790,0,175,0,965,23:24,483,483,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-18,0,0.0,2532,1773,7382,11,0,0,796,0,104,45,945,23:32,522,522,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-19,0,0.0,2106,1773,3235,5,0,0,949,11,93,0,1053,23:59,388,388,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-20,0,0.0,1820,1768,2062,3,0,0,1420,0,20,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-12-21,0,0.0,1865,1768,4137,6,0,0,1408,0,32,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-12-22,0,0.0,1997,1768,"7913,5",12,0,0,1368,0,72,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-12-23,0,0.0,1859,1768,2627,4,0,0,1363,60,17,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-12-24,0,0.0,2000,1768,4824,8,0,0,1289,101,50,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-12-25,0,0.0,2264,1768,8980,7,0,0,731,27,104,0,862,00:17,484,484,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-12-26,0,0.0,2558,1770,7704,7,7,21,761,120,1,37,919,22:26,560,547,10,13,0,0,98,75.2,23.734376907348633,18.5
2016-12-27,1398,1750.0,3102,1772,6409,5,7,21,711,195,44,46,996,23:05,458,444,8,14,0,0,97,75.4,23.797502517700195,18.700000762939453
2016-12-28,0,250.0,2514,1772,5163,4,5,15,723,211,8,1,943,23:19,441,428,9,13,0,0,97,75.4,23.797502517700195,18.700000762939453
2016-12-29,914,2250.0,2618,1772,8409,6,3,9,859,144,9,47,1059,22:23,473,454,10,19,0,0,96,75.4,23.797502517700195,18.700000762939453
2016-12-30,2491,2000.0,2961,1772,11671,9,4,12,668,227,26,44,965,23:55,403,383,9,20,0,0,95,75.4,23.797502517700195,18.700000762939453
2016-12-31,0,1500.0,3087,1767,6959,5,11,33,726,204,11,45,986,22:44,512,502,9,10,0,0,98,74.92,23.646005630493164,18.540000915527344
2017-01-01,0,1500.0,3100,1766,10020,8,10,30,728,288,18,29,1063,03:26,346,341,5,4,0,1,99,74.8,23.60813331604004,18.5
2017-01-02,0,1250.0,2964,1771,12597,9,3,9,659,230,26,49,964,23:29,436,418,9,18,0,0,96,75.3,23.765941619873047,18.298999786376953
